date,unemployment,isPartial
2016-01-03,96,False
2016-01-10,100,False
2016-01-17,94,False
2016-01-24,91,False
2016-01-31,90,False
2016-02-07,81,False
2016-02-14,79,False
2016-02-21,77,False
2016-02-28,76,False
2016-03-06,74,False
2016-03-13,69,False
2016-03-20,68,False
2016-03-27,71,False
2016-04-03,72,False
2016-04-10,73,False
2016-04-17,69,False
2016-04-24,68,False
2016-05-01,69,False
2016-05-08,67,False
2016-05-15,65,False
2016-05-22,65,False
2016-05-29,67,False
2016-06-05,67,False
2016-06-12,65,False
2016-06-19,67,False
2016-06-26,68,False
2016-07-03,67,False
2016-07-10,68,False
2016-07-17,68,False
2016-07-24,67,False
2016-07-31,66,False
2016-08-07,63,False
2016-08-14,62,False
2016-08-21,61,False
2016-08-28,60,False
2016-09-04,58,False
2016-09-11,59,False
2016-09-18,59,False
2016-09-25,59,False
2016-10-02,59,False
2016-10-09,64,False
2016-10-16,62,False
2016-10-23,62,False
2016-10-30,64,False
2016-11-06,64,False
2016-11-13,68,False
2016-11-20,54,False
2016-11-27,75,False
2016-12-04,72,False
2016-12-11,71,False
2016-12-18,69,False
2016-12-25,71,False
2017-01-01,92,False
2017-01-08,87,False
2017-01-15,91,False
2017-01-22,89,False
2017-01-29,84,False
2017-02-05,73,False
2017-02-12,73,False
2017-02-19,70,False
2017-02-26,68,False
2017-03-05,67,False
2017-03-12,64,False
2017-03-19,65,False
2017-03-26,63,False
2017-04-02,65,False
2017-04-09,63,False
2017-04-16,64,False
2017-04-23,64,False
2017-04-30,63,False
2017-05-07,61,False
2017-05-14,57,False
2017-05-21,58,False
2017-05-28,60,False
2017-06-04,60,False
2017-06-11,62,False
2017-06-18,61,False
2017-06-25,64,False
2017-07-02,64,False
2017-07-09,67,False
2017-07-16,64,False
2017-07-23,61,False
2017-07-30,63,False
2017-08-06,59,False
2017-08-13,57,False
2017-08-20,55,False
2017-08-27,63,False
2017-09-03,57,False
2017-09-10,57,False
2017-09-17,59,False
2017-09-24,58,False
2017-10-01,57,False
2017-10-08,58,False
2017-10-15,59,False
2017-10-22,60,False
2017-10-29,61,False
2017-11-05,59,False
2017-11-12,63,False
2017-11-19,54,False
2017-11-26,66,False
2017-12-03,68,False
2017-12-10,69,False
2017-12-17,70,False
2017-12-24,71,False
2017-12-31,84,False
2018-01-07,88,False
2018-01-14,83,False
2018-01-21,85,False
2018-01-28,90,False
2018-02-04,75,False
2018-02-11,67,False
2018-02-18,66,False
2018-02-25,66,False
2018-03-04,62,False
2018-03-11,61,False
2018-03-18,60,False
2018-03-25,61,False
2018-04-01,63,False
2018-04-08,63,False
2018-04-15,60,False
2018-04-22,60,False
2018-04-29,61,False
2018-05-06,57,False
2018-05-13,56,False
2018-05-20,54,False
2018-05-27,58,False
2018-06-03,60,False
2018-06-10,60,False
2018-06-17,58,False
2018-06-24,60,False
2018-07-01,61,False
2018-07-08,63,False
2018-07-15,62,False
2018-07-22,60,False
2018-07-29,59,False
2018-08-05,56,False
2018-08-12,56,False
2018-08-19,54,False
2018-08-26,53,False
2018-09-02,54,False
2018-09-09,54,False
2018-09-16,53,False
2018-09-23,53,False
2018-09-30,58,False
2018-10-07,59,False
2018-10-14,56,False
2018-10-21,55,False
2018-10-28,59,False
2018-11-04,62,False
2018-11-11,61,False
2018-11-18,53,False
2018-11-25,66,False
2018-12-02,65,False
2018-12-09,66,False
2018-12-16,66,False
2018-12-23,64,False
2018-12-30,82,False
2019-01-06,88,False
2019-01-13,84,False
2019-01-20,83,False
2019-01-27,79,False
2019-02-03,73,False
2019-02-10,71,False
2019-02-17,69,False
2019-02-24,64,False
2019-03-03,63,False
2019-03-10,61,False
2019-03-17,62,False
2019-03-24,60,False
2019-03-31,60,False
2019-04-07,60,False
2019-04-14,57,False
2019-04-21,59,False
2019-04-28,60,False
2019-05-05,55,False
2019-05-12,54,False
2019-05-19,55,False
2019-05-26,53,False
2019-06-02,55,False
2019-06-09,56,False
2019-06-16,58,False
2019-06-23,61,False
2019-06-30,56,False
2019-07-07,64,False
2019-07-14,59,False
2019-07-21,58,False
2019-07-28,59,False
2019-08-04,55,False
2019-08-11,55,False
2019-08-18,55,False
2019-08-25,51,False
2019-09-01,51,False
2019-09-08,52,False
2019-09-15,52,False
2019-09-22,54,False
2019-09-29,57,False
2019-10-06,57,False
2019-10-13,57,False
2019-10-20,56,False
2019-10-27,57,False
2019-11-03,58,False
2019-11-10,62,False
2019-11-17,61,False
2019-11-24,51,False
2019-12-01,67,False
2019-12-08,66,False
2019-12-15,66,False
2019-12-22,61,False
