date,unemployed,isPartial
2016-01-03,71,False
2016-01-10,72,False
2016-01-17,81,False
2016-01-24,91,False
2016-01-31,92,False
2016-02-07,89,False
2016-02-14,79,False
2016-02-21,97,False
2016-02-28,81,False
2016-03-06,74,False
2016-03-13,73,False
2016-03-20,79,False
2016-03-27,72,False
2016-04-03,77,False
2016-04-10,84,False
2016-04-17,76,False
2016-04-24,74,False
2016-05-01,75,False
2016-05-08,78,False
2016-05-15,77,False
2016-05-22,66,False
2016-05-29,64,False
2016-06-05,63,False
2016-06-12,51,False
2016-06-19,57,False
2016-06-26,59,False
2016-07-03,52,False
2016-07-10,63,False
2016-07-17,62,False
2016-07-24,64,False
2016-07-31,66,False
2016-08-07,60,False
2016-08-14,57,False
2016-08-21,60,False
2016-08-28,61,False
2016-09-04,57,False
2016-09-11,66,False
2016-09-18,62,False
2016-09-25,75,False
2016-10-02,72,False
2016-10-09,70,False
2016-10-16,70,False
2016-10-23,73,False
2016-10-30,80,False
2016-11-06,88,False
2016-11-13,76,False
2016-11-20,59,False
2016-11-27,80,False
2016-12-04,84,False
2016-12-11,81,False
2016-12-18,58,False
2016-12-25,52,False
2017-01-01,72,False
2017-01-08,84,False
2017-01-15,94,False
2017-01-22,100,False
2017-01-29,99,False
2017-02-05,75,False
2017-02-12,86,False
2017-02-19,99,False
2017-02-26,94,False
2017-03-05,91,False
2017-03-12,75,False
2017-03-19,87,False
2017-03-26,80,False
2017-04-02,87,False
2017-04-09,78,False
2017-04-16,80,False
2017-04-23,81,False
2017-04-30,82,False
2017-05-07,78,False
2017-05-14,67,False
2017-05-21,66,False
2017-05-28,59,False
2017-06-04,67,False
2017-06-11,67,False
2017-06-18,70,False
2017-06-25,65,False
2017-07-02,62,False
2017-07-09,68,False
2017-07-16,66,False
2017-07-23,63,False
2017-07-30,57,False
2017-08-06,55,False
2017-08-13,50,False
2017-08-20,55,False
2017-08-27,56,False
2017-09-03,58,False
2017-09-10,57,False
2017-09-17,64,False
2017-09-24,75,False
2017-10-01,62,False
2017-10-08,66,False
2017-10-15,71,False
2017-10-22,73,False
2017-10-29,83,False
2017-11-05,70,False
2017-11-12,74,False
2017-11-19,52,False
2017-11-26,72,False
2017-12-03,74,False
2017-12-10,75,False
2017-12-17,61,False
2017-12-24,41,False
2017-12-31,54,False
2018-01-07,65,False
2018-01-14,62,False
2018-01-21,73,False
2018-01-28,76,False
2018-02-04,74,False
2018-02-11,69,False
2018-02-18,76,False
2018-02-25,70,False
2018-03-04,73,False
2018-03-11,68,False
2018-03-18,65,False
2018-03-25,64,False
2018-04-01,68,False
2018-04-08,73,False
2018-04-15,67,False
2018-04-22,66,False
2018-04-29,68,False
2018-05-06,63,False
2018-05-13,57,False
2018-05-20,58,False
2018-05-27,49,False
2018-06-03,57,False
2018-06-10,54,False
2018-06-17,50,False
2018-06-24,57,False
2018-07-01,49,False
2018-07-08,47,False
2018-07-15,60,False
2018-07-22,50,False
2018-07-29,49,False
2018-08-05,44,False
2018-08-12,45,False
2018-08-19,45,False
2018-08-26,51,False
2018-09-02,44,False
2018-09-09,55,False
2018-09-16,56,False
2018-09-23,60,False
2018-09-30,66,False
2018-10-07,57,False
2018-10-14,68,False
2018-10-21,59,False
2018-10-28,69,False
2018-11-04,69,False
2018-11-11,61,False
2018-11-18,49,False
2018-11-25,68,False
2018-12-02,71,False
2018-12-09,71,False
2018-12-16,54,False
2018-12-23,38,False
2018-12-30,49,False
2019-01-06,67,False
2019-01-13,64,False
2019-01-20,62,False
2019-01-27,73,False
2019-02-03,80,False
2019-02-10,70,False
2019-02-17,67,False
2019-02-24,73,False
2019-03-03,74,False
2019-03-10,66,False
2019-03-17,62,False
2019-03-24,75,False
2019-03-31,66,False
2019-04-07,69,False
2019-04-14,70,False
2019-04-21,68,False
2019-04-28,63,False
2019-05-05,60,False
2019-05-12,57,False
2019-05-19,60,False
2019-05-26,50,False
2019-06-02,55,False
2019-06-09,59,False
2019-06-16,56,False
2019-06-23,56,False
2019-06-30,49,False
2019-07-07,48,False
2019-07-14,51,False
2019-07-21,55,False
2019-07-28,49,False
2019-08-04,49,False
2019-08-11,47,False
2019-08-18,50,False
2019-08-25,49,False
2019-09-01,47,False
2019-09-08,48,False
2019-09-15,56,False
2019-09-22,57,False
2019-09-29,60,False
2019-10-06,62,False
2019-10-13,60,False
2019-10-20,61,False
2019-10-27,62,False
2019-11-03,57,False
2019-11-10,59,False
2019-11-17,62,False
2019-11-24,43,False
2019-12-01,64,False
2019-12-08,66,False
2019-12-15,54,False
2019-12-22,36,False
